Date,Volume,成交金額,Open,High,Low,Close,漲跌價差,成交筆數
2017-03-01,19827417,"1,111,161,152",55.2,56.5,55.2,56.5,1.9,"9,218"
2017-03-02,15351719,"867,237,615",57.0,57.1,56.1,56.5,0.0,"6,648"
2017-03-03,10919380,"613,703,470",56.0,56.7,55.5,56.3,-0.2,"4,098"
2017-03-06,6740755,"381,135,151",56.0,56.9,55.9,56.7,0.4,"2,767"
2017-03-07,3958358,"224,383,761",56.8,56.9,56.4,56.8,0.1,"1,916"
2017-03-08,9381419,"529,345,182",56.8,56.9,56.1,56.7,-0.1,"3,656"
2017-03-09,15603433,"869,193,387",56.1,56.3,55.2,55.7,-1.0,"6,265"
2017-03-10,13959926,"765,135,618",55.7,55.7,54.4,54.8,-0.9,"5,063"
2017-03-13,10191676,"557,020,600",54.9,55.0,54.4,54.8,0.0,"3,088"
2017-03-14,11965344,"670,203,661",55.2,56.4,55.2,56.4,1.6,"4,717"
2017-03-15,7547979,"425,588,891",56.2,56.6,56.0,56.4,0.0,"3,912"
2017-03-16,11303096,"642,940,413",56.7,57.0,56.5,57.0,0.6,"5,360"
2017-03-17,15235137,"879,887,356",57.2,58.1,56.8,58.1,1.1,"5,203"
2017-03-20,10783383,"618,425,058",57.9,57.9,57.1,57.4,-0.7,"2,366"
2017-03-21,8251121,"474,975,448",57.4,57.9,57.3,57.6,0.2,"3,633"
2017-03-22,6551123,"372,334,511",57.3,57.3,56.2,57.2,-0.4,"2,770"
2017-03-23,4142144,"237,576,215",57.5,57.6,57.1,57.6,0.4,"1,881"
2017-03-24,8552336,"491,418,063",57.3,57.8,57.1,57.7,0.1,"2,343"
2017-03-27,7458084,"423,980,216",57.1,57.2,56.6,56.7,-1.0,"3,075"
2017-03-28,10275842,"585,582,779",57.3,57.4,56.6,57.1,0.4,"3,125"
2017-03-29,5943634,"338,429,648",56.8,57.2,56.6,57.2,0.1,"2,507"
2017-03-30,13034489,"739,946,911",57.3,57.4,56.4,57.0,-0.2,"3,999"
2017-03-31,10520496,"598,615,295",57.0,57.1,56.8,56.9,-0.1,"3,386"
2017-04-05,17919938,"1,031,536,623",56.5,58.2,56.5,58.2,1.3,"7,219"
2017-04-06,11966819,"691,904,749",58.2,58.3,57.5,57.7,-0.5,"3,563"
2017-04-07,12350319,"698,931,661",57.2,57.5,56.1,56.2,-1.5,"5,888"
2017-04-10,5741575,"322,498,600",56.4,56.7,56.0,56.0,-0.2,"2,817"
2017-04-11,8631776,"478,424,358",55.5,55.9,55.3,55.3,-0.7,"3,484"
2017-04-12,8263867,"463,241,952",55.4,56.3,55.4,56.1,0.8,"3,032"
2017-04-13,3304332,"185,454,292",56.3,56.4,55.8,56.0,-0.1,"1,270"
2017-04-14,1687891,"94,204,572",56.0,56.0,55.5,55.8,-0.2,953
2017-04-17,4851234,"271,979,104",55.8,56.4,55.6,56.3,0.5,"2,567"
2017-04-18,3646612,"203,723,281",56.3,56.3,55.7,55.9,-0.4,"2,028"
2017-04-19,8808228,"485,806,742",55.5,55.8,55.0,55.0,-0.9,"3,473"
2017-04-20,9674789,"530,962,330",54.7,55.1,54.5,55.1,0.1,"3,802"
2017-04-21,4652723,"257,876,041",55.3,55.7,55.1,55.7,0.6,"1,925"
2017-04-24,8025767,"448,466,450",56.0,56.1,55.7,55.9,0.2,"1,321"
2017-04-25,10081306,"568,033,476",56.1,56.5,56.0,56.5,0.6,"3,221"
2017-04-26,7174467,"404,841,365",56.5,56.7,56.2,56.3,-0.2,"2,672"
2017-04-27,3900978,"218,855,944",56.3,56.3,55.9,56.3,0.0,"2,060"
2017-04-28,3982039,"222,569,754",56.0,56.3,55.7,55.7,-0.6,"1,848"
2017-05-02,7611482,"427,636,792",56.0,56.7,55.8,56.1,0.4,"3,324"
2017-05-03,5460545,"306,616,752",56.3,56.5,55.9,56.0,-0.1,"2,497"
2017-05-04,8052200,"447,258,493",55.8,56.0,55.4,55.5,-0.5,"3,925"
2017-05-05,6564803,"368,772,320",55.9,56.4,55.8,56.2,0.7,"3,491"
2017-05-08,4870925,"274,045,243",56.6,56.6,56.1,56.3,0.1,"1,982"
2017-05-09,6835313,"384,120,788",56.3,56.6,55.8,56.1,-0.2,"2,736"
2017-05-10,8291132,"468,160,245",56.2,56.9,56.1,56.9,0.8,"3,194"
2017-05-11,16194802,"928,000,063",57.1,57.5,57.0,57.5,0.6,"5,140"
2017-05-12,13244828,"762,305,296",57.5,58.1,56.8,57.0,-0.5,"5,034"
2017-05-15,9216081,"526,534,117",57.6,57.8,56.7,57.0,0.0,"3,549"
2017-05-16,12669739,"726,051,719",57.6,57.6,56.9,57.6,0.6,"5,243"
2017-05-17,11991301,"690,086,523",57.9,57.9,57.3,57.5,-0.1,"4,386"
2017-05-18,9893189,"565,115,011",57.0,57.5,56.8,57.5,0.0,"3,752"
2017-05-19,7382738,"421,786,415",57.7,57.7,56.9,57.4,-0.1,"2,728"
2017-05-22,5360374,"304,728,663",57.3,57.3,56.7,56.7,-0.7,"3,548"
2017-05-23,6767174,"385,364,267",56.5,57.1,56.5,57.0,0.3,"3,857"
2017-05-24,6499752,"372,332,088",57.3,57.4,57.1,57.4,0.4,"3,466"
2017-05-25,23479675,"1,377,342,098",57.7,59.6,57.5,59.5,2.1,"9,056"
2017-05-26,35645601,"2,150,073,756",60.3,61.4,59.7,60.6,1.1,"12,035"
2017-05-31,19977414,"1,202,411,220",60.6,61.4,59.5,60.1,-0.5,"7,260"
2017-06-01,12202563,"730,816,080",60.1,60.2,59.6,59.6,-0.5,"5,087"
2017-06-02,7818830,"468,593,389",59.7,60.5,59.7,60.0,0.4,"3,724"
2017-06-03,2894547,"173,090,627",60.0,60.1,59.6,59.7,-0.3,"1,771"
2017-06-05,9900665,"585,934,699",59.8,59.9,58.6,59.5,-0.2,"4,886"
2017-06-06,7886082,"467,957,443",59.5,59.6,59.0,59.5,0.0,"4,503"
2017-06-07,9206679,"550,399,770",59.2,60.4,59.2,60.4,0.9,"5,204"
2017-06-08,8305279,"494,182,015",60.2,60.2,59.2,59.2,-1.2,"5,374"
2017-06-09,12449201,"733,660,169",59.2,59.5,58.7,58.8,-0.4,"5,048"
2017-06-12,6893482,"404,162,686",58.7,58.8,58.5,58.5,-0.3,"4,152"
2017-06-13,6651722,"394,257,092",59.2,59.4,59.0,59.3,0.8,"3,989"
2017-06-14,9303707,"551,418,313",59.5,59.6,58.8,59.5,0.2,"4,195"
2017-06-15,7123726,"419,151,969",59.4,59.4,58.5,58.7,-0.8,"3,390"
2017-06-16,10043482,"586,757,773",58.6,58.7,58.2,58.6,-0.1,"4,348"
2017-06-19,7811030,"456,465,227",58.8,58.8,58.3,58.5,-0.1,"4,198"
2017-06-20,10128550,"594,504,040",58.6,58.9,58.5,58.6,0.1,"2,351"
2017-06-21,11578224,"684,172,507",58.7,59.4,58.7,59.2,0.6,"5,827"
2017-06-22,12073994,"726,394,196",59.7,60.5,59.7,60.5,1.3,"5,087"
2017-06-23,10060187,"609,027,560",60.5,60.9,60.2,60.6,0.1,"5,070"
2017-06-26,13517336,"822,842,965",60.7,61.0,60.4,61.0,0.4,"5,096"
2017-06-27,9120968,"557,176,403",61.1,61.3,60.8,61.2,0.2,"4,718"
2017-06-28,12070787,"738,522,990",61.1,61.5,60.7,61.5,0.3,"4,747"
2017-06-29,11457294,"697,578,074",61.6,61.6,60.3,60.6,-0.9,"4,848"
2017-06-30,5700897,"346,579,615",60.7,61.0,60.3,61.0,0.4,"2,682"
2017-07-03,19421435,"1,186,318,625",61.20,61.20,60.80,61.10,+0.10,"2,411"
2017-07-04,4867361,"296,322,376",60.80,61.30,60.60,60.60,-0.50,"1,771"
2017-07-05,4797565,"291,838,360",60.60,61.20,60.20,61.00,+0.40,"2,191"
2017-07-06,3599954,"219,094,075",60.80,61.10,60.50,61.10,+0.10,"1,650"
2017-07-07,4357435,"263,107,902",60.60,60.70,60.30,60.30,-0.80,"1,896"
2017-07-10,4312105,"259,388,200",60.30,60.50,59.90,60.10,-0.20,"2,707"
2017-07-11,5984234,"361,322,240",60.00,60.60,60.00,60.30,+0.20,"3,295"
2017-07-12,9102574,"548,597,221",60.10,60.50,60.00,60.20,-0.10,"3,170"
2017-07-13,11244507,"679,476,846",60.30,60.80,60.10,60.30,+0.10,"4,077"
2017-07-14,6197555,"374,015,188",60.30,60.50,60.10,60.40,+0.10,"2,888"
2017-07-17,7147269,"431,912,663",60.40,60.60,60.20,60.20,-0.20,"3,365"
2017-07-18,6748968,"407,345,980",60.20,60.50,60.20,60.30,+0.10,"4,460"
2017-07-19,9315689,"562,511,686",60.30,60.70,60.20,60.30, 0.00,"3,692"
2017-07-20,6994293,"419,957,280",60.30,60.50,59.90,60.00,-0.30,"3,187"
2017-07-21,5606970,"336,682,300",60.00,60.30,59.90,60.00, 0.00,"3,051"
2017-07-24,9927252,"600,131,584",60.50,60.80,60.20,60.60,+0.60,"4,238"
2017-07-25,6969272,"420,703,443",60.80,60.80,60.10,60.30,-0.30,"3,528"
2017-07-26,7937132,"480,748,637",60.70,61.00,60.30,60.50,+0.20,"3,008"
2017-07-27,0,0,--,61.00,--,--, 0.00,0
2017-07-28,30535605,"1,793,098,664",58.20,59.80,58.20,58.40,X0.00,"12,161"
2017-07-31,29464479,"1,692,671,303",58.40,58.60,56.50,57.80,-0.60,"9,533"
2017-08-01,27518710,"1,619,784,650",57.9,59.3,57.8,59.0,+1.20,"9,170"
2017-08-02,19323559,"1,138,151,206",59.1,59.2,58.7,58.8,-0.20,"8,006"
2017-08-03,19448315,"1,111,559,788",56.4,57.5,56.4,57.5,X0.00,"5,239"
2017-08-04,22335987,"1,289,053,173",57.6,57.8,57.5,57.8,+0.30,"3,895"
2017-08-07,5743555,"330,463,830",58.0,58.1,57.2,57.4,-0.40,"2,436"
2017-08-08,8547122,"491,654,694",57.4,57.8,57.4,57.6,+0.20,"3,868"
2017-08-09,16293347,"937,076,765",57.1,58.5,57.1,57.4,-0.20,"4,891"
2017-08-10,8867094,"511,728,493",57.7,58.0,57.4,57.8,+0.40,"3,487"
2017-08-11,5599384,"322,335,291",57.8,57.8,57.4,57.7,-0.10,"2,856"
2017-08-14,6008997,"346,862,699",57.8,57.9,57.5,57.5,-0.20,"3,271"
2017-08-15,13861246,"812,572,646",57.8,59.5,57.8,59.1,+1.60,"5,071"
2017-08-16,9705677,"574,991,886",59.4,59.5,59.0,59.4,+0.30,"4,773"
2017-08-17,6792742,"404,755,030",59.6,59.8,59.2,59.8,+0.40,"3,237"
2017-08-18,6651312,"397,772,912",59.5,60.1,59.1,60.0,+0.20,"3,226"
2017-08-21,3792477,"226,322,310",60.0,60.0,59.4,59.7,-0.30,"2,169"
2017-08-22,8792019,"528,788,996",60.0,60.4,59.8,60.4,+0.70,"3,893"
2017-08-23,17282241,"1,061,526,979",60.7,62.3,60.7,61.4,+1.00,"7,330"
2017-08-24,24110067,"1,502,979,914",62.0,63.2,61.7,63.0,+1.60,"8,141"
2017-08-25,31056460,"1,994,094,768",63.5,65.1,63.3,64.1,+1.10,"10,304"
2017-08-28,22643719,"1,438,088,097",64.9,64.9,62.9,63.4,-0.70,"6,716"
2017-08-29,10528849,"664,165,920",63.4,64.0,62.5,64.0,+0.60,"5,010"
2017-08-30,13125627,"839,238,128",63.9,64.3,63.5,64.3,+0.30,"4,389"
2017-08-31,12268036,"782,483,556",64.3,64.3,63.3,64.2,-0.10,"4,846"
2017-09-01,9917124,"632,820,003",64.2,64.2,63.7,63.8,-0.4,"3,091"
2017-09-04,9077110,"576,495,755",63.7,63.8,63.3,63.8,0.0,"4,112"
2017-09-05,12604782,"798,207,182",63.8,63.9,63.0,63.9,0.1,"4,309"
2017-09-06,11501566,"734,688,477",63.8,64.0,63.8,63.9,0.0,"3,399"
2017-09-07,13307686,"852,400,293",64.0,64.5,63.8,64.5,0.6,"3,965"
2017-09-08,15662257,"1,018,205,252",65.0,65.2,64.7,65.2,0.7,"4,683"
2017-09-11,6015208,"392,057,738",65.5,65.6,65.0,65.1,-0.1,"2,731"
2017-09-12,8594471,"554,446,787",65.0,65.1,64.2,64.6,-0.5,"2,664"
2017-09-13,9069511,"590,042,703",65.0,65.3,64.6,65.0,0.4,"3,757"
2017-09-14,6164192,"402,839,854",65.0,65.5,65.0,65.5,0.5,"2,645"
2017-09-15,13832673,"903,431,972",65.4,65.6,64.7,65.6,0.1,"3,896"
2017-09-18,9296068,"613,878,388",65.6,66.3,65.6,66.3,0.7,"5,440"
2017-09-19,9509194,"620,121,836",66.4,66.5,64.9,65.1,-1.2,"3,662"
2017-09-20,9562001,"615,876,327",65.1,65.2,63.2,65.0,-0.1,"4,440"
2017-09-21,5762994,"371,421,486",64.9,64.9,64.2,64.5,-0.5,"2,145"
2017-09-22,5607960,"358,497,022",65.0,65.0,63.6,63.7,-0.8,"2,712"
2017-09-25,6455863,"406,471,278",63.7,63.7,62.7,63.0,-0.7,"3,646"
2017-09-26,5592565,"351,607,396",63.0,63.2,62.6,62.8,-0.2,"2,144"
2017-09-27,9183433,"570,537,746",62.5,62.6,61.8,62.0,-0.8,"2,923"
2017-09-28,7398991,"461,254,382",61.8,63.5,61.7,62.3,0.3,"2,728"
2017-09-29,6093698,"385,099,186",63.0,63.5,62.8,63.5,1.2,"2,347"
2017-09-30,766365,"48,192,436",63.5,63.5,62.2,62.9,-0.6,689
2017-10-02,4205076,"263,427,426",63.3,63.3,62.5,62.6,-0.3,"1,809"
2017-10-03,7298356,"459,550,135",63.1,63.4,62.6,63.4,0.8,"4,002"
2017-10-05,5592012,"352,492,956",62.8,63.6,62.7,63.1,-0.3,"2,450"
2017-10-06,4895749,"309,969,182",63.5,63.6,62.9,63.6,0.5,"2,445"
2017-10-11,11472477,"748,930,507",66.1,66.2,64.3,64.8,1.2,"4,783"
2017-10-12,11335191,"736,994,211",64.3,65.6,64.3,65.5,0.7,"5,389"
2017-10-13,8677348,"563,804,152",65.4,65.5,64.5,65.3,-0.2,"5,249"
2017-10-16,6710926,"435,315,784",65.0,65.0,64.7,64.9,-0.4,"3,361"
2017-10-17,12320783,"803,307,835",65.1,65.4,64.9,65.3,0.4,"3,897"
2017-10-18,5358895,"344,840,580",65.2,65.2,64.1,64.1,-1.2,"2,538"
2017-10-19,3863120,"246,645,108",64.1,64.3,63.7,63.7,-0.4,"1,839"
2017-10-20,7107260,"451,077,887",64.0,64.1,63.2,63.6,-0.1,"2,857"
2017-10-23,8106452,"523,342,650",64.2,65.3,63.8,65.1,1.5,"3,038"
2017-10-24,5857119,"377,264,520",65.3,65.3,64.1,64.4,-0.7,"2,015"
2017-10-25,3821729,"242,996,784",64.2,64.3,63.4,63.4,-1.0,"1,748"
2017-10-26,4330313,"272,210,960",63.1,63.4,62.7,62.8,-0.6,"1,934"
2017-10-27,5620948,"354,267,814",63.3,63.3,62.8,63.1,0.3,"1,937"
2017-10-30,7607569,"480,433,547",63.5,63.6,62.8,63.2,0.1,"2,487"
2017-10-31,6569287,"413,812,241",63.0,63.2,62.9,63.0,-0.2,"2,248"
2017-11-01,5580463,"351,871,769",63.3,63.3,62.8,63.3,0.3,"2,403"
2017-11-02,6353706,"397,567,433",63.1,63.4,62.1,62.3,-1.0,"3,251"
2017-11-03,5357973,"335,743,698",62.6,63.0,62.2,62.7,0.4,"2,971"
2017-11-06,6712966,"417,080,263",62.2,62.6,61.9,62.3,-0.4,"2,437"
2017-11-07,6952408,"432,147,286",62.3,62.6,62.0,62.3,0.0,"2,988"
2017-11-08,7105608,"447,666,996",61.9,63.8,61.9,63.8,1.5,"3,890"
2017-11-09,11976192,"769,916,523",64.2,64.8,63.5,64.0,0.2,"4,864"
2017-11-10,5314645,"336,506,565",63.7,64.0,63.0,63.4,-0.6,"2,799"
2017-11-13,7234461,"461,359,065",63.0,64.2,63.0,63.8,0.4,"3,521"
2017-11-14,8020888,"516,901,132",65.4,65.4,64.0,64.3,0.5,"3,380"
2017-11-15,8764395,"560,836,180",64.2,64.3,63.4,64.3,0.0,"3,477"
2017-11-16,7134675,"457,194,740",64.4,64.4,63.9,64.0,-0.3,"2,545"
2017-11-17,9480119,"611,494,502",64.3,64.8,64.3,64.4,0.4,"2,988"
2017-11-20,5048472,"324,765,182",64.4,65.0,64.2,64.4,0.0,"2,315"
2017-11-21,4346547,"278,248,734",64.1,64.4,63.9,64.2,-0.2,"2,718"
2017-11-22,12268461,"794,679,681",64.5,65.1,64.2,65.0,0.8,"5,002"
2017-11-23,5495423,"356,126,073",65.0,65.0,64.5,64.7,-0.3,"3,011"
2017-11-24,3121815,"200,166,560",64.8,64.8,64.0,64.0,-0.7,"1,455"
2017-11-27,3972552,"251,949,275",64.1,64.2,63.2,63.3,-0.7,"1,899"
2017-11-28,6577117,"418,608,867",63.3,64.2,63.2,63.5,0.2,"2,906"
2017-11-29,5332048,"339,698,860",63.7,64.1,63.5,63.5,0.0,"2,150"
2017-11-30,15700501,"999,312,820",64.2,64.3,63.1,63.7,0.2,"3,475"
2017-12-01,10493971,"673,465,840",63.9,65.0,63.5,64.3,0.6,"5,233"
2017-12-04,8089312,"509,567,556",63.8,64.0,62.6,62.9,-1.4,"3,753"
2017-12-05,10312663,"649,392,500",62.7,64.0,62.2,64.0,1.1,"4,632"
2017-12-06,10124659,"648,728,104",64.0,64.7,63.4,64.7,0.7,"4,785"
2017-12-07,10897802,"703,958,627",64.7,65.3,64.0,64.7,0.0,"3,842"
2017-12-08,13141845,"850,302,332",64.4,65.3,64.0,65.1,0.4,"5,134"
2017-12-11,6333509,"410,584,055",64.4,65.3,64.4,64.5,-0.6,"4,104"
2017-12-12,5066344,"326,398,535",64.3,64.7,64.1,64.7,0.2,"1,968"
2017-12-13,9314940,"607,420,251",65.0,65.5,64.7,65.5,0.8,"4,830"
2017-12-14,12782514,"848,582,765",65.7,66.9,65.6,66.5,1.0,"5,874"
2017-12-15,11733397,"776,367,776",66.4,66.5,65.3,66.4,-0.1,"4,636"
2017-12-18,5809812,"382,564,492",66.6,66.6,65.3,65.7,-0.7,"3,403"
2017-12-19,7567826,"487,388,301",65.3,65.3,64.0,64.4,-1.3,"3,840"
2017-12-20,3769082,"244,489,491",64.6,65.2,64.3,65.1,0.7,"2,794"
2017-12-21,3509420,"227,640,115",65.0,65.1,64.5,64.9,-0.2,"1,560"
2017-12-22,3927236,"255,532,389",65.0,65.5,64.7,65.3,0.4,"2,034"
2017-12-25,1235244,"80,238,560",65.3,65.3,64.8,65.0,-0.3,"1,097"
2017-12-26,1304531,"84,243,382",65.0,65.0,64.4,64.7,-0.3,732
2017-12-27,2157693,"139,840,989",64.9,65.2,64.5,65.2,0.5,"1,263"
2017-12-28,5393058,"353,517,380",65.2,66.3,64.8,66.2,1.0,"2,733"
2017-12-29,4005080,"263,768,171",66.2,66.5,65.3,66.0,-0.2,"1,815"
2018-01-02,6245001,"415,959,326",66.0,67.2,65.7,67.2,1.2,"3,125"
2018-01-03,8154266,"547,058,499",67.2,67.7,66.4,67.5,0.3,"4,473"
2018-01-04,7408237,"497,030,455",67.2,67.5,66.7,67.5,0.0,"3,661"
2018-01-05,7507133,"503,194,164",67.4,67.4,66.7,67.3,-0.2,"2,983"
2018-01-08,5859656,"396,079,852",67.2,67.9,67.0,67.9,0.6,"3,222"
2018-01-09,8385336,"565,823,221",67.2,67.9,67.1,67.6,-0.3,"3,238"
2018-01-10,4103565,"275,930,488",67.5,67.6,67.0,67.6,0.0,"1,692"
2018-01-11,4772094,"322,778,031",67.6,67.9,67.2,67.9,0.3,"1,988"
2018-01-12,4853112,"329,143,952",67.7,68.1,67.5,68.1,0.2,"2,248"
2018-01-15,6355881,"434,799,432",68.4,68.9,67.9,68.7,0.6,"2,567"
2018-01-16,4345567,"296,207,656",68.3,68.5,67.8,68.3,-0.4,"2,455"
2018-01-17,5274480,"356,297,567",68.3,68.3,67.2,67.6,-0.7,"2,804"
2018-01-18,10092114,"689,511,508",67.9,69.0,67.3,68.2,0.6,"3,700"
2018-01-19,7216777,"498,152,254",68.3,69.3,68.1,69.2,1.0,"3,728"
2018-01-22,6988807,"485,835,734",68.7,69.9,68.6,69.9,0.7,"2,908"
2018-01-23,5789627,"399,783,944",69.7,69.8,68.6,69.1,-0.8,"3,342"
2018-01-24,8259277,"565,739,536",68.6,69.4,68.1,68.4,-0.7,"4,025"
2018-01-25,9107465,"625,834,672",68.2,69.0,68.1,68.7,0.3,"3,923"
2018-01-26,6072908,"410,984,667",68.5,68.5,67.0,67.5,-1.2,"3,672"
2018-01-29,8559924,"588,676,188",67.5,69.3,67.5,69.2,1.7,"4,028"
2018-01-30,10127509,"697,097,171",69.0,69.4,68.1,69.4,0.2,"3,705"
2018-01-31,10084350,"703,074,105",69.1,70.2,68.6,70.0,0.6,"3,647"
2018-02-01,8280437,"578,273,002",69.4,70.3,69.4,70.3,0.3,"3,916"
2018-02-02,9468857,"651,291,441",69.5,70.0,68.1,69.0,-1.3,"4,590"
2018-02-05,6984778,"476,250,893",68.0,68.8,68.0,68.3,-0.7,"2,940"
2018-02-06,16091295,"1,058,231,737",66.4,66.6,65.0,65.7,-2.6,"6,519"
2018-02-07,10210777,"683,610,883",66.5,68.0,66.3,66.8,1.1,"4,882"
2018-02-08,5937287,"393,812,489",66.7,67.3,66.0,66.6,-0.2,"2,963"
2018-02-09,8699275,"572,234,060",64.7,66.7,64.6,66.0,-0.6,"4,967"
2018-02-12,7623134,"499,056,956",65.9,65.9,65.1,65.5,-0.5,"2,684"
2018-02-21,11910939,"814,940,135",67.9,69.2,66.7,69.2,3.7,"5,653"
2018-02-22,13553525,"904,440,575",67.5,67.6,66.1,66.8,-2.4,"6,645"
2018-02-23,11154159,"742,164,805",66.4,66.9,66.3,66.8,0.0,"4,718"
2018-02-26,11514695,"791,701,725",68.0,69.2,68.0,68.4,1.6,"6,796"
2018-02-27,8425162,"580,762,097",69.0,69.2,68.6,69.0,0.6,"2,846"
2018-03-01,12259742,"847,036,067",67.8,69.6,67.8,69.3,0.3,"5,008"
2018-03-02,9503062,"654,425,310",68.3,69.5,68.3,68.7,-0.6,"3,999"
2018-03-05,6887391,"467,507,283",68.4,68.5,67.3,67.8,-0.9,"2,923"
2018-03-06,4716325,"319,049,597",68.2,68.6,67.3,67.5,-0.3,"2,136"
2018-03-07,7002167,"480,285,626",68.0,69.0,67.7,69.0,1.5,"2,945"
2018-03-08,2754821,"189,027,720",68.9,68.9,68.5,68.5,-0.5,"1,577"
2018-03-09,1726365,"117,960,972",68.3,68.6,68.1,68.2,-0.3,"1,256"
2018-03-12,6017910,"417,514,739",69.0,69.7,68.5,69.6,1.4,"3,306"
2018-03-13,4414304,"306,251,766",69.0,69.8,68.3,69.8,0.2,"2,664"
2018-03-14,5558191,"383,616,379",69.5,69.5,68.6,69.3,-0.5,"3,596"
2018-03-15,3431404,"236,927,576",69.3,69.3,68.7,69.0,-0.3,"1,573"
2018-03-16,18926505,"1,314,654,764",68.7,70.1,68.0,70.1,1.1,"5,078"
2018-03-19,3901002,"269,165,811",69.3,69.4,68.7,69.3,-0.8,"2,576"
2018-03-20,6123015,"418,633,900",69.2,69.2,68.1,68.1,-1.2,"3,562"
2018-03-21,6152781,"420,259,485",68.5,68.8,67.9,68.8,0.7,"3,696"
2018-03-22,7695883,"525,027,294",68.6,68.8,67.7,68.6,-0.2,"4,681"
2018-03-23,6623500,"449,256,900",67.4,68.1,67.4,68.0,-0.6,"3,200"
2018-03-26,5928576,"400,574,168",68.0,68.0,67.3,68.0,0.0,"3,183"
2018-03-27,5425818,"370,331,924",68.2,68.7,68.0,68.2,0.2,"3,079"
2018-03-28,8994723,"611,186,166",68.2,68.3,67.7,68.0,-0.2,"2,081"
2018-03-29,17148089,"1,184,308,871",69.1,70.0,68.3,68.3,0.3,"8,367"
2018-03-30,6690954,"460,617,007",68.9,69.3,68.3,68.5,0.2,"3,724"
2018-03-31,2361599,"163,057,832",68.8,69.3,68.5,69.0,0.5,"1,651"
2018-04-02,3095714,"214,571,510",69.2,69.5,69.1,69.4,0.4,"2,162"
2018-04-03,8853532,"605,210,103",69.0,69.1,68.1,68.2,-1.2,"4,951"
2018-04-09,12352027,"862,290,490",68.9,70.4,68.5,70.2,2.0,"5,826"
2018-04-10,13892282,"975,482,681",69.4,71.0,69.4,70.6,0.4,"4,925"
2018-04-11,5963256,"419,967,469",70.6,70.8,69.9,70.7,0.1,"3,917"
2018-04-12,5376124,"379,225,102",70.7,71.0,70.2,70.8,0.1,"2,796"
2018-04-13,7438166,"526,472,690",70.8,71.3,70.5,70.7,-0.1,"3,277"
2018-04-16,6306044,"451,991,692",70.8,72.5,70.8,71.6,0.9,"3,490"
2018-04-17,7913732,"559,498,038",71.7,71.7,70.4,70.5,-1.1,"3,540"
2018-04-18,9074366,"644,670,886",71.3,71.3,70.8,71.2,0.7,"3,134"
2018-04-19,11542004,"842,564,092",71.3,73.5,71.2,73.4,2.2,"5,368"
2018-04-20,8367955,"599,603,299",73.0,73.0,71.0,71.4,-2.0,"4,144"
2018-04-23,7212762,"507,356,224",71.3,71.3,69.9,70.3,-1.1,"4,010"
2018-04-24,6504758,"456,910,653",71.0,71.1,69.8,70.3,0.0,"3,485"
2018-04-25,6920920,"481,555,995",70.0,70.0,69.3,69.6,-0.7,"3,612"
2018-04-26,6647193,"468,058,413",70.1,70.8,70.1,70.8,1.2,"3,613"
2018-04-27,12040402,"844,520,537",70.1,70.5,69.9,70.3,-0.5,"3,672"
2018-04-30,10130735,"723,901,255",70.0,72.2,70.0,71.6,1.3,"3,960"
2018-05-02,8583304,"604,605,974",71.0,71.6,70.1,70.5,-1.1,"3,629"
2018-05-03,12138766,"838,051,603",70.0,70.2,68.7,68.8,-1.7,"5,583"
2018-05-04,12241099,"854,712,320",68.5,70.6,68.5,70.0,1.2,"4,536"
2018-05-07,4683061,"328,577,446",70.1,70.5,69.8,70.2,0.2,"2,900"
2018-05-08,6525672,"455,456,574",69.8,70.2,69.6,69.8,-0.4,"3,508"
2018-05-09,8874162,"613,368,676",69.5,69.8,68.8,68.9,-0.9,"4,451"
2018-05-10,6213206,"434,258,632",69.0,70.3,69.0,70.3,1.4,"3,311"
2018-05-11,5590530,"391,953,408",70.5,70.5,69.9,70.0,-0.3,"2,895"
2018-05-14,11917791,"850,108,104",70.5,72.2,70.4,72.0,2.0,"5,476"
2018-05-15,8605893,"621,324,896",72.0,72.7,71.2,72.0,0.0,"4,594"
2018-05-16,6763080,"488,124,200",72.3,72.5,71.2,72.5,0.5,"3,063"
2018-05-17,10787865,"768,048,621",72.0,72.0,70.7,70.7,-1.8,"5,400"
2018-05-18,7010955,"500,151,531",71.0,71.8,71.0,71.4,0.7,"3,059"
2018-05-21,4197661,"300,721,639",71.4,71.8,71.0,71.7,0.3,"3,417"
2018-05-22,5312739,"382,004,118",71.7,72.2,71.6,71.8,0.1,"2,999"
2018-05-23,6671691,"482,711,794",72.2,72.8,71.9,72.0,0.2,"3,798"
2018-05-24,7848352,"567,361,404",72.8,72.8,71.8,72.1,0.1,"3,729"
2018-05-25,6647257,"480,549,089",72.1,72.5,72.1,72.4,0.3,"3,106"
2018-05-28,5311014,"388,127,381",72.4,73.5,72.3,73.3,0.9,"3,810"
2018-05-29,5572132,"410,349,142",73.3,74.1,73.3,73.5,0.2,"3,121"
2018-05-30,12323731,"891,723,832",72.5,73.0,71.9,71.9,-1.6,"5,298"
2018-05-31,34496892,"2,511,802,360",72.9,73.1,72.1,73.1,1.2,"4,270"
2018-06-01,7395215,"542,950,997",73.0,74.0,72.5,74.0,0.9,"4,143"
2018-06-04,8486390,"634,619,288",74.2,75.1,73.9,75.1,1.1,"4,444"
2018-06-05,7614273,"570,642,877",75.0,75.2,74.5,75.0,-0.1,"3,880"
